GESTION;2018;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Justice;310;2;21;Rémunérations d’activité;15 899 097;16 550 665;15 899 097;16 550 665
Justice;310;2;22;Cotisations et contributions sociales;8 811 791;9 172 911;8 811 791;9 172 911
Justice;310;2;23;Prestations sociales et allocations diverses;537 798;559 838;537 798;559 838
Justice;310;3;21;Rémunérations d’activité;11 170 809;11 628 604;11 170 809;11 628 604
Justice;310;3;22;Cotisations et contributions sociales;6 191 221;6 444 947;6 191 221;6 444 947
Justice;310;3;23;Prestations sociales et allocations diverses;377 860;393 346;377 860;393 346
Justice;310;3;31;Dépenses de fonctionnement autres que celles de personnel;460 000;126 410;460 000;126 410
Justice;310;3;32;Subventions pour charges de service public;500 000;50 000;500 000;50 000
Justice;310;3;64;Transferts aux autres collectivités;200 000;774 043;200 000;1 049 043
Justice;310;4;21;Rémunérations d’activité;40 742 754;46 136 392;40 742 754;46 136 392
Justice;310;4;22;Cotisations et contributions sociales;22 580 502;25 570 271;22 580 502;25 570 271
Justice;310;4;23;Prestations sociales et allocations diverses;1 375 127;1 560 595;1 375 127;1 560 595
Justice;310;4;31;Dépenses de fonctionnement autres que celles de personnel;36 748 110;39 712 981;46 378 110;55 378 401
Justice;310;4;32;Subventions pour charges de service public;12 882 000;12 666 000;12 882 000;12 666 000
Justice;310;4;51;Dépenses pour immobilisations corporelles de l’État;;4 280 000;;4 400 000
Justice;310;4;64;Transferts aux autres collectivités;251 700;261 000;251 700;261 000
Justice;310;9;21;Rémunérations d’activité;18 794 889;20 950 995;18 794 889;20 950 995
Justice;310;9;22;Cotisations et contributions sociales;10 416 732;11 611 714;10 416 732;11 611 714
Justice;310;9;23;Prestations sociales et allocations diverses;635 749;708 681;635 749;708 681
Justice;310;9;31;Dépenses de fonctionnement autres que celles de personnel;59 100 000;61 457 793;58 400 000;61 457 793
Justice;310;9;52;Dépenses pour immobilisations incorporelles de l’État;65 500 000;449 485 383;72 185 496;95 986 500
Justice;310;10;21;Rémunérations d’activité;8 623 118;9 788 451;8 623 118;9 788 451
Justice;310;10;22;Cotisations et contributions sociales;4 779 209;5 425 074;4 779 209;5 425 074
Justice;310;10;23;Prestations sociales et allocations diverses;291 682;331 101;291 682;331 101
Justice;310;10;31;Dépenses de fonctionnement autres que celles de personnel;23 380 000;25 006 065;23 380 000;25 006 065
Justice;335;1;21;Rémunérations d’activité;2 086 618;2 122 213;2 086 618;2 122 213
Justice;335;1;22;Cotisations et contributions sociales;556 372;572 581;556 372;572 581
Justice;335;1;23;Prestations sociales et allocations diverses;8 136;8 855;8 136;8 855
Justice;335;1;31;Dépenses de fonctionnement autres que celles de personnel;1 122 448;1 806 970;1 893 972;2 063 470
Médias, livre et industries culturelles;180;1;31;Dépenses de fonctionnement autres que celles de personnel;21 655 380;21 655 380;21 655 380;21 655 380
Médias, livre et industries culturelles;180;1;62;Transferts aux entreprises;110 820 859;109 820 859;110 820 859;109 820 859
Médias, livre et industries culturelles;180;2;61;Transferts aux ménages;1 600 000;500 000;1 600 000;500 000
Médias, livre et industries culturelles;180;2;62;Transferts aux entreprises;124 317 207;118 930 676;124 317 207;118 930 676
Médias, livre et industries culturelles;180;5;64;Transferts aux autres collectivités;1 587 160;1 581 660;1 587 160;1 581 660
Médias, livre et industries culturelles;180;6;31;Dépenses de fonctionnement autres que celles de personnel;122 995;122 995;122 995;122 995
Médias, livre et industries culturelles;180;6;64;Transferts aux autres collectivités;30 800 423;30 625 644;30 800 423;30 625 644
Médias, livre et industries culturelles;180;7;62;Transferts aux entreprises;1 666 500;1 666 500;1 666 500;1 666 500
Médias, livre et industries culturelles;334;1;31;Dépenses de fonctionnement autres que celles de personnel;704 381;404 381;704 381;404 381
Médias, livre et industries culturelles;334;1;32;Subventions pour charges de service public;193 018 388;187 318 388;193 018 388;187 318 388
Médias, livre et industries culturelles;334;1;51;Dépenses pour immobilisations corporelles de l’État;8 714 103;8 940 000;6 000 000;16 000 000
Médias, livre et industries culturelles;334;1;61;Transferts aux ménages;8 700 000;9 400 000;9 332 455;9 400 000
Médias, livre et industries culturelles;334;1;62;Transferts aux entreprises;;1 850 000;2 425 249;1 850 000
Médias, livre et industries culturelles;334;1;63;Transferts aux collectivités territoriales;2 500 000;700 000;4 259 991;700 000
Médias, livre et industries culturelles;334;1;64;Transferts aux autres collectivités;22 658 669;12 034 669;17 840 974;12 034 669
Médias, livre et industries culturelles;334;1;72;Dotations en fonds propres;26 005 160;26 005 160;26 700 812;27 700 812
Médias, livre et industries culturelles;334;2;64;Transferts aux autres collectivités;16 432 051;15 106 051;16 432 051;15 106 051
Outre-mer;123;1;61;Transferts aux ménages;30 000 000;25 000 000;50 283 588;25 187 427
Outre-mer;123;1;62;Transferts aux entreprises;166 000 000;152 500 000;130 615 663;154 064 200
Outre-mer;123;1;63;Transferts aux collectivités territoriales;50 000 000;48 500 000;50 850 749;48 863 610
Outre-mer;123;2;31;Dépenses de fonctionnement autres que celles de personnel;85 000;1 690 000;85 000;1 690 000
Outre-mer;123;2;62;Transferts aux entreprises;500 000;400 000;6 811 460;3 368 179
Outre-mer;123;2;63;Transferts aux collectivités territoriales;139 538 223;155 340 060;152 722 478;157 138 535
Outre-mer;123;2;64;Transferts aux autres collectivités;4 108 800;3 808 800;4 108 800;3 808 800
Outre-mer;123;3;61;Transferts aux ménages;32 998 452;31 459 845;32 998 452;31 459 845
Outre-mer;123;3;62;Transferts aux entreprises;6 623 901;6 623 901;6 623 901;6 623 901
Outre-mer;123;3;63;Transferts aux collectivités territoriales;1 500 000;2 500 000;1 500 000;2 500 000
Outre-mer;123;3;64;Transferts aux autres collectivités;540 000;540 000;540 000;540 000
Outre-mer;123;4;61;Transferts aux ménages;2 500 000;2 500 000;2 500 000;2 500 000
Outre-mer;123;4;63;Transferts aux collectivités territoriales;12 000 000;12 000 000;12 000 000;12 000 000
Outre-mer;123;4;64;Transferts aux autres collectivités;15 475 836;5 100 000;7 225 836;5 100 000
Outre-mer;123;6;31;Dépenses de fonctionnement autres que celles de personnel;413 101;746 101;413 101;746 101
Outre-mer;123;6;51;Dépenses pour immobilisations corporelles de l’État;85 648 353;;76 879 900;
Outre-mer;123;6;61;Transferts aux ménages;10 000 000;10 000 000;10 000 000;10 000 000
Outre-mer;123;6;63;Transferts aux collectivités territoriales;204 284 082;251 169 449;192 567 465;214 882 613
Outre-mer;123;7;31;Dépenses de fonctionnement autres que celles de personnel;85 000;80 000;85 000;80 000
Outre-mer;123;7;64;Transferts aux autres collectivités;869 500;829 500;869 500;829 500
Outre-mer;123;8;63;Transferts aux collectivités territoriales;40 000 000;40 000 000;34 767 379;36 000 000
Outre-mer;123;9;63;Transferts aux collectivités territoriales;45 623 254;25 000 000;13 230 678;17 331 633
Outre-mer;138;1;62;Transferts aux entreprises;1 027 625 023;1 079 037 757;1 030 387 552;1 078 537 757
Outre-mer;138;2;21;Rémunérations d’activité;93 944 044;97 687 878;93 944 044;97 687 878
Outre-mer;138;2;22;Cotisations et contributions sociales;53 258 781;54 702 234;53 258 781;54 702 234
Outre-mer;138;2;23;Prestations sociales et allocations diverses;1 769 774;1 766 174;1 769 774;1 766 174
Outre-mer;138;2;31;Dépenses de fonctionnement autres que celles de personnel;31 118 550;33 350 000;31 118 550;33 350 000
Outre-mer;138;2;32;Subventions pour charges de service public;7 800 000;7 500 000;7 800 000;7 500 000
Outre-mer;138;2;51;Dépenses pour immobilisations corporelles de l’État;17 050 000;17 206 000;17 592 803;21 559 458
Outre-mer;138;2;61;Transferts aux ménages;41 080 000;33 920 000;41 080 000;34 644 263
Outre-mer;138;2;64;Transferts aux autres collectivités;140 000;1 320 000;140 000;1 320 000
Outre-mer;138;3;31;Dépenses de fonctionnement autres que celles de personnel;2 131 993;2 525 000;2 131 993;2 525 000
Pouvoirs publics;501;1;0;0;100 000 000;103 000 000;100 000 000;103 000 000
Pouvoirs publics;511;1;0;0;517 890 000;517 890 000;517 890 000;517 890 000
Pouvoirs publics;521;1;0;0;311 627 700;311 627 700;311 627 700;311 627 700
Pouvoirs publics;521;2;0;0;11 956 900;11 956 900;11 956 900;11 956 900
Pouvoirs publics;531;1;0;0;13 696 974;11 719 229;13 696 974;11 719 229
Pouvoirs publics;533;1;0;0;861 500;861 500;861 500;861 500
Pouvoirs publics;541;1;0;0;16 641 162;16 641 162;16 641 162;16 641 162
Pouvoirs publics;541;2;0;0;18 246 000;18 046 000;18 246 000;18 046 000
Recherche et enseignement supérieur;142;1;21;Rémunérations d’activité;118 128 916;121 734 646;118 128 916;121 734 646
Recherche et enseignement supérieur;142;1;22;Cotisations et contributions sociales;90 581 219;91 324 469;90 581 219;91 324 469
Recherche et enseignement supérieur;142;1;23;Prestations sociales et allocations diverses;720 757;598 565;720 757;598 565
Recherche et enseignement supérieur;142;1;31;Dépenses de fonctionnement autres que celles de personnel;;150 000;;150 000
Recherche et enseignement supérieur;142;1;32;Subventions pour charges de service public;36 217 989;37 372 862;36 217 989;37 372 862
Recherche et enseignement supérieur;142;1;61;Transferts aux ménages;15 202 554;10 078 896;15 202 554;10 078 896
Recherche et enseignement supérieur;142;1;64;Transferts aux autres collectivités;26 684 299;32 310 968;26 684 299;32 310 968
Recherche et enseignement supérieur;142;1;72;Dotations en fonds propres;16 285 495;16 180 263;15 448 216;17 042 984
Recherche et enseignement supérieur;142;2;21;Rémunérations d’activité;2 528 944;1 662 601;2 528 944;1 662 601
Recherche et enseignement supérieur;142;2;22;Cotisations et contributions sociales;1 507 413;1 022 638;1 507 413;1 022 638
Recherche et enseignement supérieur;142;2;23;Prestations sociales et allocations diverses;5 642;1 435;5 642;1 435
Recherche et enseignement supérieur;142;2;32;Subventions pour charges de service public;28 205 371;28 662 624;28 205 371;28 662 624
Recherche et enseignement supérieur;142;2;64;Transferts aux autres collectivités;4 438 801;4 438 801;4 438 801;4 438 801
Recherche et enseignement supérieur;150;1;21;Rémunérations d’activité;23 936 740;24 413 335;23 936 740;24 413 335
Recherche et enseignement supérieur;150;1;22;Cotisations et contributions sociales;17 287 776;17 549 945;17 287 776;17 549 945
Recherche et enseignement supérieur;150;1;23;Prestations sociales et allocations diverses;400 823;358 129;400 823;358 129
Recherche et enseignement supérieur;150;1;32;Subventions pour charges de service public;3 086 371 865;3 132 230 565;3 086 371 865;3 132 230 565
Recherche et enseignement supérieur;150;2;21;Rémunérations d’activité;65 691 541;67 073 703;65 691 541;67 073 703
Recherche et enseignement supérieur;150;2;22;Cotisations et contributions sociales;47 853 539;48 627 985;47 853 539;48 627 985
Recherche et enseignement supérieur;150;2;23;Prestations sociales et allocations diverses;1 128 168;1 010 552;1 128 168;1 010 552
Recherche et enseignement supérieur;150;2;32;Subventions pour charges de service public;2 392 516 796;2 409 367 680;2 392 516 796;2 409 367 680
Recherche et enseignement supérieur;150;3;21;Rémunérations d’activité;5 757 009;5 849 336;5 757 009;5 849 336
Recherche et enseignement supérieur;150;3;22;Cotisations et contributions sociales;4 196 138;4 242 278;4 196 138;4 242 278
Recherche et enseignement supérieur;150;3;23;Prestations sociales et allocations diverses;98 186;87 877;98 186;87 877
Recherche et enseignement supérieur;150;3;32;Subventions pour charges de service public;350 156 301;357 848 256;350 156 301;357 848 256
Recherche et enseignement supérieur;150;3;64;Transferts aux autres collectivités;5 863 093;5 863 093;5 863 093;5 863 093
Recherche et enseignement supérieur;150;4;64;Transferts aux autres collectivités;78 897 852;79 895 852;78 897 852;79 895 852
Recherche et enseignement supérieur;150;5;21;Rémunérations d’activité;14 432 106;14 675 698;14 432 106;14 675 698
Recherche et enseignement supérieur;150;5;22;Cotisations et contributions sociales;10 519 631;10 644 450;10 519 631;10 644 450
Recherche et enseignement supérieur;150;5;23;Prestations sociales et allocations diverses;246 155;220 310;246 155;220 310
Recherche et enseignement supérieur;150;5;31;Dépenses de fonctionnement autres que celles de personnel;1 150 916;1 150 916;1 150 916;1 150 916
Recherche et enseignement supérieur;150;5;32;Subventions pour charges de service public;418 319 054;419 999 271;418 319 054;419 999 271
Recherche et enseignement supérieur;150;5;64;Transferts aux autres collectivités;980 186;980 186;980 186;980 186
Recherche et enseignement supérieur;150;13;21;Rémunérations d’activité;11 862 226;12 052 481;11 862 226;12 052 481
Recherche et enseignement supérieur;150;13;22;Cotisations et contributions sociales;8 647 771;8 742 849;8 647 771;8 742 849
Recherche et enseignement supérieur;150;13;23;Prestations sociales et allocations diverses;202 213;180 969;202 213;180 969
Recherche et enseignement supérieur;150;13;32;Subventions pour charges de service public;95 049 804;95 628 647;95 049 804;95 628 647
Recherche et enseignement supérieur;150;13;64;Transferts aux autres collectivités;18 190;16 190;18 190;16 190
Recherche et enseignement supérieur;150;13;72;Dotations en fonds propres;;300 000;;300 000
Recherche et enseignement supérieur;150;14;21;Rémunérations d’activité;24 266 476;24 655 658;24 266 476;24 655 658
Recherche et enseignement supérieur;150;14;22;Cotisations et contributions sociales;17 688 066;17 882 554;17 688 066;17 882 554
Recherche et enseignement supérieur;150;14;23;Prestations sociales et allocations diverses;413 893;370 437;413 893;370 437
Recherche et enseignement supérieur;150;14;32;Subventions pour charges de service public;901 608 005;904 412 454;901 608 005;904 412 454
Recherche et enseignement supérieur;150;14;51;Dépenses pour immobilisations corporelles de l’État;63 434 000;49 990 500;50 465 192;60 880 960
Recherche et enseignement supérieur;150;14;72;Dotations en fonds propres;183 684 876;221 379 853;159 083 524;207 869 564
Recherche et enseignement supérieur;150;15;21;Rémunérations d’activité;64 737 730;65 555 486;64 737 730;65 555 486
Recherche et enseignement supérieur;150;15;22;Cotisations et contributions sociales;46 557 550;46 974 913;46 557 550;46 974 913
Recherche et enseignement supérieur;150;15;23;Prestations sociales et allocations diverses;1 076 592;961 337;1 076 592;961 337
Recherche et enseignement supérieur;150;15;31;Dépenses de fonctionnement autres que celles de personnel;10 018 557;10 018 557;10 018 557;10 018 557
Recherche et enseignement supérieur;150;15;32;Subventions pour charges de service public;1 396 261 017;1 419 284 343;1 396 261 017;1 419 284 343
Recherche et enseignement supérieur;150;15;64;Transferts aux autres collectivités;16 315 117;18 412 117;16 315 117;18 412 117
Recherche et enseignement supérieur;150;17;21;Rémunérations d’activité;79 816 514;81 112 821;79 816 514;81 112 821
Recherche et enseignement supérieur;150;17;22;Cotisations et contributions sociales;58 180 811;58 832 754;58 180 811;58 832 754
Recherche et enseignement supérieur;150;17;23;Prestations sociales et allocations diverses;1 358 439;1 215 507;1 358 439;1 215 507
Recherche et enseignement supérieur;150;17;31;Dépenses de fonctionnement autres que celles de personnel;231 980;231 980;231 980;231 980
Recherche et enseignement supérieur;150;17;32;Subventions pour charges de service public;3 757 181 984;3 783 384 363;3 757 181 984;3 783 384 363
Recherche et enseignement supérieur;150;17;64;Transferts aux autres collectivités;5 000;;5 000;
Recherche et enseignement supérieur;172;1;31;Dépenses de fonctionnement autres que celles de personnel;24 617 804;23 420 274;22 847 804;22 847 804
Recherche et enseignement supérieur;172;1;32;Subventions pour charges de service public;16 601 515;17 224 216;16 601 515;17 224 216
Recherche et enseignement supérieur;172;1;62;Transferts aux entreprises;76 658 693;76 658 693;76 658 693;76 658 693
Recherche et enseignement supérieur;172;1;63;Transferts aux collectivités territoriales;11 360 262;11 360 262;11 360 262;11 360 262
Recherche et enseignement supérieur;172;1;64;Transferts aux autres collectivités;13 472 194;13 633 919;13 472 194;13 633 919
Recherche et enseignement supérieur;172;1;72;Dotations en fonds propres;34 218 916;34 218 916;34 218 916;34 218 916
Recherche et enseignement supérieur;172;2;32;Subventions pour charges de service public;30 189 413;30 210 370;30 189 413;30 210 370
Recherche et enseignement supérieur;172;2;64;Transferts aux autres collectivités;673 221 291;705 921 291;609 195 949;743 060 046
Recherche et enseignement supérieur;172;11;32;Subventions pour charges de service public;62 723 205;62 657 661;62 723 205;62 657 661
Recherche et enseignement supérieur;172;11;64;Transferts aux autres collectivités;6 500;;6 500;
Recherche et enseignement supérieur;172;12;32;Subventions pour charges de service public;149 001 398;149 019 948;149 001 398;149 019 948
Recherche et enseignement supérieur;172;13;32;Subventions pour charges de service public;224 711 000;238 225 892;224 711 000;238 225 892
Recherche et enseignement supérieur;172;13;64;Transferts aux autres collectivités;14 704 000;19 110 000;14 704 000;19 110 000
Recherche et enseignement supérieur;172;14;32;Subventions pour charges de service public;847 485 795;889 372 248;847 485 795;889 372 248
Recherche et enseignement supérieur;172;15;32;Subventions pour charges de service public;1 111 770 153;1 111 488 555;1 111 770 153;1 111 488 555
Recherche et enseignement supérieur;172;15;64;Transferts aux autres collectivités;108 017 859;104 484 660;102 684 526;104 817 993
Recherche et enseignement supérieur;172;16;32;Subventions pour charges de service public;982 582 401;981 985 219;982 582 401;981 985 219
Recherche et enseignement supérieur;172;16;64;Transferts aux autres collectivités;644 000;642 000;644 000;642 000
Recherche et enseignement supérieur;172;17;32;Subventions pour charges de service public;368 688 967;368 539 059;368 688 967;368 539 059
Recherche et enseignement supérieur;172;17;64;Transferts aux autres collectivités;261 671 797;357 817 219;242 805 621;366 837 219
Recherche et enseignement supérieur;172;18;32;Subventions pour charges de service public;1 069 678 800;1 069 860 966;1 069 678 800;1 069 860 966
Recherche et enseignement supérieur;172;18;64;Transferts aux autres collectivités;26 796 686;52 942 961;26 796 686;52 942 961
Recherche et enseignement supérieur;172;19;32;Subventions pour charges de service public;403 832 449;403 855 031;403 832 449;403 855 031
Recherche et enseignement supérieur;172;19;64;Transferts aux autres collectivités;1 254 875;1 254 875;1 254 875;1 254 875
Recherche et enseignement supérieur;186;1;31;Dépenses de fonctionnement autres que celles de personnel;3 172 866;3 184 992;3 104 104;3 104 104
Recherche et enseignement supérieur;186;1;32;Subventions pour charges de service public;1 990 954;1 990 954;1 990 954;1 990 954
Recherche et enseignement supérieur;186;1;51;Dépenses pour immobilisations corporelles de l’État;353 125;503 125;353 125;503 125
Recherche et enseignement supérieur;186;1;62;Transferts aux entreprises;65 410;65 410;65 410;65 410
Recherche et enseignement supérieur;186;1;63;Transferts aux collectivités territoriales;252 871;252 871;252 871;252 871
Recherche et enseignement supérieur;186;1;64;Transferts aux autres collectivités;4 112 502;4 462 502;4 112 502;4 462 502
Recherche et enseignement supérieur;186;3;32;Subventions pour charges de service public;98 546 542;98 543 542;98 546 542;98 543 542
Recherche et enseignement supérieur;186;3;72;Dotations en fonds propres;6 918 168;3 148 190;8 145 190;3 148 190
Recherche et enseignement supérieur;190;10;32;Subventions pour charges de service public;618 843 983;607 918 048;618 843 983;607 918 048
Recherche et enseignement supérieur;190;10;64;Transferts aux autres collectivités;467 781;500 000;467 781;500 000
Recherche et enseignement supérieur;190;11;32;Subventions pour charges de service public;177 338 109;177 338 109;177 338 109;177 338 109
Recherche et enseignement supérieur;190;12;32;Subventions pour charges de service public;85 797 612;86 920 000;85 797 612;86 920 000
Recherche et enseignement supérieur;190;12;72;Dotations en fonds propres;14 693 032;14 693 032;14 693 032;14 693 032
Recherche et enseignement supérieur;190;13;31;Dépenses de fonctionnement autres que celles de personnel;;;898 420;
Recherche et enseignement supérieur;190;13;32;Subventions pour charges de service public;1 551 198;1 551 198;1 551 198;1 551 198
Recherche et enseignement supérieur;190;13;62;Transferts aux entreprises;;;1 020 316;
Recherche et enseignement supérieur;190;13;64;Transferts aux autres collectivités;;;4 081 264;5 000 000
Recherche et enseignement supérieur;190;14;62;Transferts aux entreprises;59 665 448;99 872 000;59 665 448;88 708 726
Recherche et enseignement supérieur;190;14;64;Transferts aux autres collectivités;128 000;128 000;128 000;128 000
Recherche et enseignement supérieur;190;14;71;Prêts et avances;8 495 704;35 000 000;8 495 704;13 865 342
Recherche et enseignement supérieur;190;15;32;Subventions pour charges de service public;740 000 000;740 000 000;740 000 000;740 000 000
Recherche et enseignement supérieur;191;1;32;Subventions pour charges de service public;7 775 100;7 940 000;7 775 100;7 940 000
Recherche et enseignement supérieur;191;2;32;Subventions pour charges de service public;6 349 900;6 698 031;6 349 900;6 698 031
Recherche et enseignement supérieur;191;3;32;Subventions pour charges de service public;45 827 014;45 827 014;45 827 014;45 827 014
Recherche et enseignement supérieur;191;3;72;Dotations en fonds propres;106 929 700;106 929 700;106 929 700;106 929 700
Recherche et enseignement supérieur;191;4;32;Subventions pour charges de service public;13 193 031;12 680 000;13 193 031;12 680 000
Recherche et enseignement supérieur;192;1;21;Rémunérations d’activité;65 771 526;66 163 229;65 771 526;66 163 229
Recherche et enseignement supérieur;192;1;22;Cotisations et contributions sociales;36 993 901;38 660 652;36 993 901;38 660 652
Recherche et enseignement supérieur;192;1;23;Prestations sociales et allocations diverses;500 911;473 665;500 911;473 665
Recherche et enseignement supérieur;192;1;32;Subventions pour charges de service public;200 419 432;204 224 236;200 419 432;204 224 236
Recherche et enseignement supérieur;192;1;61;Transferts aux ménages;6 374 089;6 454 089;6 374 089;6 454 089
Recherche et enseignement supérieur;192;1;64;Transferts aux autres collectivités;;217 391;;217 391
Recherche et enseignement supérieur;192;1;72;Dotations en fonds propres;1 750 000;1 670 000;13 565 000;1 670 000
Recherche et enseignement supérieur;192;2;32;Subventions pour charges de service public;24 384 996;24 384 996;24 384 996;24 384 996
Recherche et enseignement supérieur;192;2;62;Transferts aux entreprises;317 861 300;317 993 983;317 861 300;317 993 983
Recherche et enseignement supérieur;192;2;64;Transferts aux autres collectivités;4 488 690;5 000 000;4 488 690;5 000 000
Recherche et enseignement supérieur;192;3;62;Transferts aux entreprises;84 574 565;57 003 565;95 649 565;88 250 000
Recherche et enseignement supérieur;192;3;64;Transferts aux autres collectivités;26 174 891;17 375 891;28 599 891;26 250 000
Recherche et enseignement supérieur;193;1;32;Subventions pour charges de service public;71 876 044;71 876 044;71 876 044;71 876 044
Recherche et enseignement supérieur;193;1;64;Transferts aux autres collectivités;112 512 780;130 275 000;112 512 780;130 275 000
Recherche et enseignement supérieur;193;2;32;Subventions pour charges de service public;166 752 423;166 752 423;166 752 423;166 752 423
Recherche et enseignement supérieur;193;2;64;Transferts aux autres collectivités;113 346 208;131 240 000;113 346 208;131 240 000
Recherche et enseignement supérieur;193;3;32;Subventions pour charges de service public;29 325 426;29 325 426;29 325 426;29 325 426
Recherche et enseignement supérieur;193;3;64;Transferts aux autres collectivités;90 010 224;104 220 000;90 010 224;104 220 000
Recherche et enseignement supérieur;193;4;32;Subventions pour charges de service public;134 551 954;134 551 954;134 551 954;134 551 954
Recherche et enseignement supérieur;193;4;64;Transferts aux autres collectivités;382 543 452;442 935 000;382 543 452;442 935 000
Recherche et enseignement supérieur;193;5;32;Subventions pour charges de service public;115 001 670;115 001 670;115 001 670;115 001 670
Recherche et enseignement supérieur;193;5;64;Transferts aux autres collectivités;108 345 640;125 450 000;108 345 640;125 450 000
Recherche et enseignement supérieur;193;6;32;Subventions pour charges de service public;57 500 835;56 137 775;57 500 835;56 137 775
Recherche et enseignement supérieur;193;6;64;Transferts aux autres collectivités;26 669 696;30 880 000;26 669 696;30 880 000
Recherche et enseignement supérieur;193;7;64;Transferts aux autres collectivités;58 148 000;83 328 827;58 148 000;83 328 827
Recherche et enseignement supérieur;231;1;32;Subventions pour charges de service public;29 167 359;29 167 359;29 167 359;29 167 359
Recherche et enseignement supérieur;231;1;61;Transferts aux ménages;2 228 489 462;2 235 714 622;2 228 489 462;2 235 714 622
Recherche et enseignement supérieur;231;1;62;Transferts aux entreprises;2 000 000;2 000 000;2 000 000;2 000 000
Recherche et enseignement supérieur;231;1;64;Transferts aux autres collectivités;1 500;;1 500;
Recherche et enseignement supérieur;231;2;32;Subventions pour charges de service public;155 927 925;157 205 208;155 927 925;157 205 208
Recherche et enseignement supérieur;231;2;51;Dépenses pour immobilisations corporelles de l’État;19 180 000;14 764 800;15 950 125;19 124 000
Recherche et enseignement supérieur;231;2;64;Transferts aux autres collectivités;5 967 116;5 963 756;5 967 116;5 963 756
Recherche et enseignement supérieur;231;2;72;Dotations en fonds propres;92 588 706;92 588 706;92 588 706;92 588 706
Recherche et enseignement supérieur;231;3;31;Dépenses de fonctionnement autres que celles de personnel;3 130 000;3 130 000;3 130 000;3 130 000
Recherche et enseignement supérieur;231;3;32;Subventions pour charges de service public;49 392 390;49 392 390;49 392 390;49 392 390
Recherche et enseignement supérieur;231;3;64;Transferts aux autres collectivités;8 295 472;8 114 472;8 295 472;8 114 472
Recherche et enseignement supérieur;231;4;32;Subventions pour charges de service public;94 601 605;94 494 093;94 601 605;94 494 093
Recherche et enseignement supérieur;231;4;72;Dotations en fonds propres;2 631 461;2 631 461;2 631 461;2 631 461
Régimes sociaux et de retraite;195;1;64;Transferts aux autres collectivités;1 215 715 400;1 177 431 263;1 215 715 400;1 177 431 263
Régimes sociaux et de retraite;195;2;64;Transferts aux autres collectivités;157 537 690;153 348 211;157 537 690;153 348 211
Régimes sociaux et de retraite;195;4;64;Transferts aux autres collectivités;2 242 216;2 138 042;2 242 216;2 138 042
Régimes sociaux et de retraite;195;7;61;Transferts aux ménages;;16 500;;16 500
Régimes sociaux et de retraite;195;7;64;Transferts aux autres collectivités;250 000;153 500;250 000;153 500
Régimes sociaux et de retraite;195;11;64;Transferts aux autres collectivités;55 000 000;55 000 000;55 000 000;55 000 000
Régimes sociaux et de retraite;197;1;32;Subventions pour charges de service public;10 767 723;11 142 241;10 767 723;11 142 241
Régimes sociaux et de retraite;197;1;61;Transferts aux ménages;817 300 396;813 182 341;817 300 396;813 182 341
Régimes sociaux et de retraite;198;3;64;Transferts aux autres collectivités;3 253 096 778;3 283 495 491;3 253 096 778;3 283 495 491
Régimes sociaux et de retraite;198;4;64;Transferts aux autres collectivités;680 600 000;709 304 659;680 600 000;709 304 659
Régimes sociaux et de retraite;198;5;61;Transferts aux ménages;;125 017 013;;125 017 013
Régimes sociaux et de retraite;198;5;64;Transferts aux autres collectivités;115 400 000;2 000 000;115 400 000;2 000 000
Relations avec les collectivités territoriales;119;1;63;Transferts aux collectivités territoriales;1 680 779 990;1 855 279 990;1 134 554 883;1 417 727 153
Relations avec les collectivités territoriales;119;2;63;Transferts aux collectivités territoriales;184 308 258;130 308 258;144 308 258;130 308 258
Relations avec les collectivités territoriales;119;3;63;Transferts aux collectivités territoriales;215 855 969;211 855 969;215 855 969;461 855 969
Relations avec les collectivités territoriales;119;4;63;Transferts aux collectivités territoriales;265 337 672;265 337 672;265 337 672;265 337 672
Relations avec les collectivités territoriales;119;5;63;Transferts aux collectivités territoriales;993 728 778;908 104 567;993 728 778;908 104 567
Relations avec les collectivités territoriales;119;6;63;Transferts aux collectivités territoriales;227 559 287;227 575 588;227 559 287;227 575 588
Relations avec les collectivités territoriales;119;7;63;Transferts aux collectivités territoriales;450 000 000;0;200 000 000;0
Relations avec les collectivités territoriales;122;1;63;Transferts aux collectivités territoriales;147 559 603;42 000 000;112 559 603;106 665 967
Relations avec les collectivités territoriales;122;2;31;Dépenses de fonctionnement autres que celles de personnel;551 826;551 826;514 951;514 951
Relations avec les collectivités territoriales;122;2;52;Dépenses pour immobilisations incorporelles de l’État;1 912 000;1 912 000;2 002 200;2 002 200
Relations avec les collectivités territoriales;122;4;63;Transferts aux collectivités territoriales;139 320 030;140 208 046;139 320 030;140 208 046
Remboursements et dégrèvements;200;11;62;Transferts aux entreprises;69 757 424 000;67 758 249 000;69 757 424 000;67 758 249 000
Remboursements et dégrèvements;200;12;61;Transferts aux ménages;3 139 395 000;4 285 400 000;3 139 395 000;4 285 400 000
Remboursements et dégrèvements;200;12;62;Transferts aux entreprises;12 641 852 000;16 946 560 000;12 641 852 000;16 946 560 000
Remboursements et dégrèvements;200;13;31;Dépenses de fonctionnement autres que celles de personnel;3 429 000 000;3 410 000 000;3 429 000 000;3 410 000 000
Remboursements et dégrèvements;200;13;61;Transferts aux ménages;2 598 000 000;2 380 000 000;2 598 000 000;2 380 000 000
