"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Recherche et enseignement supérieur";150;14;51;"Dépenses pour immobilisations corporelles de l’État";49990500;60880960;"Budget général";2018
"Recherche et enseignement supérieur";150;14;72;"Dotations en fonds propres";221379853;207869564;"Budget général";2018
"Recherche et enseignement supérieur";150;15;21;"Rémunérations d’activité";65555486;65555486;"Budget général";2018
"Recherche et enseignement supérieur";150;15;22;"Cotisations et contributions sociales";46974913;46974913;"Budget général";2018
"Recherche et enseignement supérieur";150;15;23;"Prestations sociales et allocations diverses";961337;961337;"Budget général";2018
"Recherche et enseignement supérieur";150;15;31;"Dépenses de fonctionnement autres que celles de personnel";10018557;10018557;"Budget général";2018
"Recherche et enseignement supérieur";150;15;32;"Subventions pour charges de service public";1419284343;1419284343;"Budget général";2018
"Recherche et enseignement supérieur";150;15;64;"Transferts aux autres collectivités";18412117;18412117;"Budget général";2018
"Recherche et enseignement supérieur";150;17;21;"Rémunérations d’activité";81112821;81112821;"Budget général";2018
"Recherche et enseignement supérieur";150;17;22;"Cotisations et contributions sociales";58832754;58832754;"Budget général";2018
"Recherche et enseignement supérieur";150;17;23;"Prestations sociales et allocations diverses";1215507;1215507;"Budget général";2018
"Recherche et enseignement supérieur";150;17;31;"Dépenses de fonctionnement autres que celles de personnel";231980;231980;"Budget général";2018
"Recherche et enseignement supérieur";150;17;32;"Subventions pour charges de service public";3783384363;3783384363;"Budget général";2018
"Recherche et enseignement supérieur";150;17;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Recherche et enseignement supérieur";172;1;31;"Dépenses de fonctionnement autres que celles de personnel";23420274;22847804;"Budget général";2018
"Recherche et enseignement supérieur";172;1;32;"Subventions pour charges de service public";17224216;17224216;"Budget général";2018
"Recherche et enseignement supérieur";172;1;62;"Transferts aux entreprises";76658693;76658693;"Budget général";2018
"Recherche et enseignement supérieur";172;1;63;"Transferts aux collectivités territoriales";11360262;11360262;"Budget général";2018
"Recherche et enseignement supérieur";172;1;64;"Transferts aux autres collectivités";13633919;13633919;"Budget général";2018
"Recherche et enseignement supérieur";172;1;72;"Dotations en fonds propres";34218916;34218916;"Budget général";2018
"Recherche et enseignement supérieur";172;2;32;"Subventions pour charges de service public";30210370;30210370;"Budget général";2018
"Recherche et enseignement supérieur";172;2;64;"Transferts aux autres collectivités";705921291;743060046;"Budget général";2018
"Recherche et enseignement supérieur";172;11;32;"Subventions pour charges de service public";62657661;62657661;"Budget général";2018
"Recherche et enseignement supérieur";172;11;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Recherche et enseignement supérieur";172;12;32;"Subventions pour charges de service public";149019948;149019948;"Budget général";2018
"Recherche et enseignement supérieur";172;13;32;"Subventions pour charges de service public";238225892;238225892;"Budget général";2018
"Recherche et enseignement supérieur";172;13;64;"Transferts aux autres collectivités";19110000;19110000;"Budget général";2018
"Recherche et enseignement supérieur";172;14;32;"Subventions pour charges de service public";889372248;889372248;"Budget général";2018
"Recherche et enseignement supérieur";172;15;32;"Subventions pour charges de service public";1111488555;1111488555;"Budget général";2018
"Recherche et enseignement supérieur";172;15;64;"Transferts aux autres collectivités";104484660;104817993;"Budget général";2018
"Recherche et enseignement supérieur";172;16;32;"Subventions pour charges de service public";981985219;981985219;"Budget général";2018
"Recherche et enseignement supérieur";172;16;64;"Transferts aux autres collectivités";642000;642000;"Budget général";2018
"Recherche et enseignement supérieur";172;17;32;"Subventions pour charges de service public";368539059;368539059;"Budget général";2018
"Recherche et enseignement supérieur";172;17;64;"Transferts aux autres collectivités";357817219;366837219;"Budget général";2018
"Recherche et enseignement supérieur";172;18;32;"Subventions pour charges de service public";1069860966;1069860966;"Budget général";2018
"Recherche et enseignement supérieur";172;18;64;"Transferts aux autres collectivités";52942961;52942961;"Budget général";2018
"Recherche et enseignement supérieur";172;19;32;"Subventions pour charges de service public";403855031;403855031;"Budget général";2018
"Recherche et enseignement supérieur";172;19;64;"Transferts aux autres collectivités";1254875;1254875;"Budget général";2018
"Recherche et enseignement supérieur";186;1;31;"Dépenses de fonctionnement autres que celles de personnel";3184992;3104104;"Budget général";2018
"Recherche et enseignement supérieur";186;1;32;"Subventions pour charges de service public";1990954;1990954;"Budget général";2018
"Recherche et enseignement supérieur";186;1;51;"Dépenses pour immobilisations corporelles de l’État";503125;503125;"Budget général";2018
"Recherche et enseignement supérieur";186;1;62;"Transferts aux entreprises";65410;65410;"Budget général";2018
"Recherche et enseignement supérieur";186;1;63;"Transferts aux collectivités territoriales";252871;252871;"Budget général";2018
"Recherche et enseignement supérieur";186;1;64;"Transferts aux autres collectivités";4462502;4462502;"Budget général";2018
"Recherche et enseignement supérieur";186;3;32;"Subventions pour charges de service public";98543542;98543542;"Budget général";2018
"Recherche et enseignement supérieur";186;3;72;"Dotations en fonds propres";3148190;3148190;"Budget général";2018
"Recherche et enseignement supérieur";190;10;32;"Subventions pour charges de service public";607918048;607918048;"Budget général";2018
"Recherche et enseignement supérieur";190;10;64;"Transferts aux autres collectivités";500000;500000;"Budget général";2018
"Recherche et enseignement supérieur";190;11;32;"Subventions pour charges de service public";177338109;177338109;"Budget général";2018
"Recherche et enseignement supérieur";190;12;32;"Subventions pour charges de service public";86920000;86920000;"Budget général";2018
"Recherche et enseignement supérieur";190;12;72;"Dotations en fonds propres";14693032;14693032;"Budget général";2018
"Recherche et enseignement supérieur";190;13;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Recherche et enseignement supérieur";190;13;32;"Subventions pour charges de service public";1551198;1551198;"Budget général";2018
"Recherche et enseignement supérieur";190;13;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Recherche et enseignement supérieur";190;13;64;"Transferts aux autres collectivités";NA;5000000;"Budget général";2018
"Recherche et enseignement supérieur";190;14;62;"Transferts aux entreprises";99872000;88708726;"Budget général";2018
"Recherche et enseignement supérieur";190;14;64;"Transferts aux autres collectivités";128000;128000;"Budget général";2018
"Recherche et enseignement supérieur";190;14;71;"Prêts et avances";35000000;13865342;"Budget général";2018
"Recherche et enseignement supérieur";190;15;32;"Subventions pour charges de service public";740000000;740000000;"Budget général";2018
"Recherche et enseignement supérieur";191;1;32;"Subventions pour charges de service public";7940000;7940000;"Budget général";2018
"Recherche et enseignement supérieur";191;2;32;"Subventions pour charges de service public";6698031;6698031;"Budget général";2018
"Recherche et enseignement supérieur";191;3;32;"Subventions pour charges de service public";45827014;45827014;"Budget général";2018
"Recherche et enseignement supérieur";191;3;72;"Dotations en fonds propres";106929700;106929700;"Budget général";2018
"Recherche et enseignement supérieur";191;4;32;"Subventions pour charges de service public";12680000;12680000;"Budget général";2018
"Recherche et enseignement supérieur";192;1;21;"Rémunérations d’activité";66163229;66163229;"Budget général";2018
"Recherche et enseignement supérieur";192;1;22;"Cotisations et contributions sociales";38660652;38660652;"Budget général";2018
"Recherche et enseignement supérieur";192;1;23;"Prestations sociales et allocations diverses";473665;473665;"Budget général";2018
"Recherche et enseignement supérieur";192;1;32;"Subventions pour charges de service public";204224236;204224236;"Budget général";2018
"Recherche et enseignement supérieur";192;1;61;"Transferts aux ménages";6454089;6454089;"Budget général";2018
"Recherche et enseignement supérieur";192;1;64;"Transferts aux autres collectivités";217391;217391;"Budget général";2018
"Recherche et enseignement supérieur";192;1;72;"Dotations en fonds propres";1670000;1670000;"Budget général";2018
"Recherche et enseignement supérieur";192;2;32;"Subventions pour charges de service public";24384996;24384996;"Budget général";2018
"Recherche et enseignement supérieur";192;2;62;"Transferts aux entreprises";317993983;317993983;"Budget général";2018
"Recherche et enseignement supérieur";192;2;64;"Transferts aux autres collectivités";5000000;5000000;"Budget général";2018
"Recherche et enseignement supérieur";192;3;62;"Transferts aux entreprises";57003565;88250000;"Budget général";2018
"Recherche et enseignement supérieur";192;3;64;"Transferts aux autres collectivités";17375891;26250000;"Budget général";2018
"Recherche et enseignement supérieur";193;1;32;"Subventions pour charges de service public";71876044;71876044;"Budget général";2018
"Recherche et enseignement supérieur";193;1;64;"Transferts aux autres collectivités";130275000;130275000;"Budget général";2018
"Recherche et enseignement supérieur";193;2;32;"Subventions pour charges de service public";166752423;166752423;"Budget général";2018
"Recherche et enseignement supérieur";193;2;64;"Transferts aux autres collectivités";131240000;131240000;"Budget général";2018
"Recherche et enseignement supérieur";193;3;32;"Subventions pour charges de service public";29325426;29325426;"Budget général";2018
"Recherche et enseignement supérieur";193;3;64;"Transferts aux autres collectivités";104220000;104220000;"Budget général";2018
"Recherche et enseignement supérieur";193;4;32;"Subventions pour charges de service public";134551954;134551954;"Budget général";2018
"Recherche et enseignement supérieur";193;4;64;"Transferts aux autres collectivités";442935000;442935000;"Budget général";2018
"Recherche et enseignement supérieur";193;5;32;"Subventions pour charges de service public";115001670;115001670;"Budget général";2018
"Recherche et enseignement supérieur";193;5;64;"Transferts aux autres collectivités";125450000;125450000;"Budget général";2018
"Recherche et enseignement supérieur";193;6;32;"Subventions pour charges de service public";56137775;56137775;"Budget général";2018
"Recherche et enseignement supérieur";193;6;64;"Transferts aux autres collectivités";30880000;30880000;"Budget général";2018
"Recherche et enseignement supérieur";193;7;64;"Transferts aux autres collectivités";83328827;83328827;"Budget général";2018
"Recherche et enseignement supérieur";231;1;32;"Subventions pour charges de service public";29167359;29167359;"Budget général";2018
"Recherche et enseignement supérieur";231;1;61;"Transferts aux ménages";2235714622;2235714622;"Budget général";2018
"Recherche et enseignement supérieur";231;1;62;"Transferts aux entreprises";2000000;2000000;"Budget général";2018
"Recherche et enseignement supérieur";231;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Recherche et enseignement supérieur";231;2;32;"Subventions pour charges de service public";157205208;157205208;"Budget général";2018
"Recherche et enseignement supérieur";231;2;51;"Dépenses pour immobilisations corporelles de l’État";14764800;19124000;"Budget général";2018
"Recherche et enseignement supérieur";231;2;64;"Transferts aux autres collectivités";5963756;5963756;"Budget général";2018
"Recherche et enseignement supérieur";231;2;72;"Dotations en fonds propres";92588706;92588706;"Budget général";2018
"Recherche et enseignement supérieur";231;3;31;"Dépenses de fonctionnement autres que celles de personnel";3130000;3130000;"Budget général";2018
"Recherche et enseignement supérieur";231;3;32;"Subventions pour charges de service public";49392390;49392390;"Budget général";2018
"Recherche et enseignement supérieur";231;3;64;"Transferts aux autres collectivités";8114472;8114472;"Budget général";2018
"Recherche et enseignement supérieur";231;4;32;"Subventions pour charges de service public";94494093;94494093;"Budget général";2018
"Recherche et enseignement supérieur";231;4;72;"Dotations en fonds propres";2631461;2631461;"Budget général";2018
"Régimes sociaux et de retraite";195;1;64;"Transferts aux autres collectivités";1177431263;1177431263;"Budget général";2018
"Régimes sociaux et de retraite";195;2;64;"Transferts aux autres collectivités";153348211;153348211;"Budget général";2018
"Régimes sociaux et de retraite";195;4;64;"Transferts aux autres collectivités";2138042;2138042;"Budget général";2018
"Régimes sociaux et de retraite";195;7;61;"Transferts aux ménages";16500;16500;"Budget général";2018
"Régimes sociaux et de retraite";195;7;64;"Transferts aux autres collectivités";153500;153500;"Budget général";2018
"Régimes sociaux et de retraite";195;11;64;"Transferts aux autres collectivités";55000000;55000000;"Budget général";2018
"Régimes sociaux et de retraite";197;1;32;"Subventions pour charges de service public";11142241;11142241;"Budget général";2018
"Régimes sociaux et de retraite";197;1;61;"Transferts aux ménages";813182341;813182341;"Budget général";2018
"Régimes sociaux et de retraite";198;3;64;"Transferts aux autres collectivités";3283495491;3283495491;"Budget général";2018
"Régimes sociaux et de retraite";198;4;64;"Transferts aux autres collectivités";709304659;709304659;"Budget général";2018
"Régimes sociaux et de retraite";198;5;61;"Transferts aux ménages";125017013;125017013;"Budget général";2018
"Régimes sociaux et de retraite";198;5;64;"Transferts aux autres collectivités";2000000;2000000;"Budget général";2018
"Relations avec les collectivités territoriales";119;1;63;"Transferts aux collectivités territoriales";1855279990;1417727153;"Budget général";2018
"Relations avec les collectivités territoriales";119;2;63;"Transferts aux collectivités territoriales";130308258;130308258;"Budget général";2018
"Relations avec les collectivités territoriales";119;3;63;"Transferts aux collectivités territoriales";211855969;461855969;"Budget général";2018
"Relations avec les collectivités territoriales";119;4;63;"Transferts aux collectivités territoriales";265337672;265337672;"Budget général";2018
"Relations avec les collectivités territoriales";119;5;63;"Transferts aux collectivités territoriales";908104567;908104567;"Budget général";2018
"Relations avec les collectivités territoriales";119;6;63;"Transferts aux collectivités territoriales";227575588;227575588;"Budget général";2018
"Relations avec les collectivités territoriales";119;7;63;"Transferts aux collectivités territoriales";0;0;"Budget général";2018
"Relations avec les collectivités territoriales";122;1;63;"Transferts aux collectivités territoriales";42000000;106665967;"Budget général";2018
"Relations avec les collectivités territoriales";122;2;31;"Dépenses de fonctionnement autres que celles de personnel";551826;514951;"Budget général";2018
"Relations avec les collectivités territoriales";122;2;52;"Dépenses pour immobilisations incorporelles de l’État";1912000;2002200;"Budget général";2018
"Relations avec les collectivités territoriales";122;4;63;"Transferts aux collectivités territoriales";140208046;140208046;"Budget général";2018
"Remboursements et dégrèvements";200;11;62;"Transferts aux entreprises";67758249000;67758249000;"Budget général";2018
"Remboursements et dégrèvements";200;12;61;"Transferts aux ménages";4285400000;4285400000;"Budget général";2018
"Remboursements et dégrèvements";200;12;62;"Transferts aux entreprises";16946560000;16946560000;"Budget général";2018
"Remboursements et dégrèvements";200;13;31;"Dépenses de fonctionnement autres que celles de personnel";3410000000;3410000000;"Budget général";2018
"Remboursements et dégrèvements";200;13;61;"Transferts aux ménages";2380000000;2380000000;"Budget général";2018
"Remboursements et dégrèvements";200;13;62;"Transferts aux entreprises";5375265000;5375265000;"Budget général";2018
"Remboursements et dégrèvements";201;1;62;"Transferts aux entreprises";6490000000;6490000000;"Budget général";2018
"Remboursements et dégrèvements";201;2;63;"Transferts aux collectivités territoriales";1161000000;1161000000;"Budget général";2018
"Remboursements et dégrèvements";201;3;63;"Transferts aux collectivités territoriales";6864000000;6864000000;"Budget général";2018
"Remboursements et dégrèvements";201;4;63;"Transferts aux collectivités territoriales";531000000;531000000;"Budget général";2018
"Santé";183;2;61;"Transferts aux ménages";923703824;923703824;"Budget général";2018
"Santé";183;3;61;"Transferts aux ménages";8000000;8000000;"Budget général";2018
"Santé";204;11;31;"Dépenses de fonctionnement autres que celles de personnel";8405393;8405393;"Budget général";2018
"Santé";204;11;32;"Subventions pour charges de service public";151338284;151338284;"Budget général";2018
"Santé";204;11;61;"Transferts aux ménages";4200000;4200000;"Budget général";2018
"Santé";204;11;64;"Transferts aux autres collectivités";87843000;87843000;"Budget général";2018
"Santé";204;12;31;"Dépenses de fonctionnement autres que celles de personnel";35000;35000;"Budget général";2018
"Santé";204;12;64;"Transferts aux autres collectivités";910000;910000;"Budget général";2018
"Santé";204;14;31;"Dépenses de fonctionnement autres que celles de personnel";1716000;1716000;"Budget général";2018
"Santé";204;14;32;"Subventions pour charges de service public";42357547;42357547;"Budget général";2018
"Santé";204;14;64;"Transferts aux autres collectivités";8650000;8650000;"Budget général";2018
"Santé";204;15;31;"Dépenses de fonctionnement autres que celles de personnel";168000;168000;"Budget général";2018
"Santé";204;15;32;"Subventions pour charges de service public";14158000;14158000;"Budget général";2018
"Santé";204;15;64;"Transferts aux autres collectivités";3982000;3982000;"Budget général";2018
"Santé";204;16;31;"Dépenses de fonctionnement autres que celles de personnel";882000;882000;"Budget général";2018
"Santé";204;16;64;"Transferts aux autres collectivités";260401;260401;"Budget général";2018
"Santé";204;17;31;"Dépenses de fonctionnement autres que celles de personnel";143160;193160;"Budget général";2018
"Santé";204;17;32;"Subventions pour charges de service public";118113155;118113155;"Budget général";2018
"Santé";204;17;64;"Transferts aux autres collectivités";3486840;3436840;"Budget général";2018
"Santé";204;18;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Santé";204;19;31;"Dépenses de fonctionnement autres que celles de personnel";1049094;1049094;"Budget général";2018
"Santé";204;19;64;"Transferts aux autres collectivités";37144710;38444710;"Budget général";2018
"Sécurités";152;1;21;"Rémunérations d’activité";1635196313;1635196313;"Budget général";2018
"Sécurités";152;1;22;"Cotisations et contributions sociales";1735597160;1735597160;"Budget général";2018
"Sécurités";152;1;23;"Prestations sociales et allocations diverses";9576933;9576933;"Budget général";2018
"Sécurités";152;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Sécurités";152;2;21;"Rémunérations d’activité";356817987;356817987;"Budget général";2018
"Sécurités";152;2;22;"Cotisations et contributions sociales";378322004;378322004;"Budget général";2018
"Sécurités";152;2;23;"Prestations sociales et allocations diverses";2171132;2171132;"Budget général";2018
"Sécurités";152;3;21;"Rémunérations d’activité";987399408;987399408;"Budget général";2018
"Sécurités";152;3;22;"Cotisations et contributions sociales";1045776003;1045776003;"Budget général";2018
"Sécurités";152;3;23;"Prestations sociales et allocations diverses";5742433;5742433;"Budget général";2018
"Sécurités";152;4;21;"Rémunérations d’activité";525904418;525904418;"Budget général";2018
"Sécurités";152;4;22;"Cotisations et contributions sociales";488112116;488112116;"Budget général";2018
"Sécurités";152;4;23;"Prestations sociales et allocations diverses";2156684;2156684;"Budget général";2018
"Sécurités";152;4;31;"Dépenses de fonctionnement autres que celles de personnel";1419898865;1139625497;"Budget général";2018
"Sécurités";152;4;51;"Dépenses pour immobilisations corporelles de l’État";177000000;205326104;"Budget général";2018
"Sécurités";152;4;63;"Transferts aux collectivités territoriales";10000000;6290000;"Budget général";2018
"Sécurités";152;5;21;"Rémunérations d’activité";64674258;64674258;"Budget général";2018
"Sécurités";152;5;22;"Cotisations et contributions sociales";68683869;68683869;"Budget général";2018
"Sécurités";152;5;23;"Prestations sociales et allocations diverses";367091;367091;"Budget général";2018
"Sécurités";161;11;21;"Rémunérations d’activité";6749898;6749898;"Budget général";2018
"Sécurités";161;11;22;"Cotisations et contributions sociales";5131853;5131853;"Budget général";2018
"Sécurités";161;11;23;"Prestations sociales et allocations diverses";16542;16542;"Budget général";2018
"Sécurités";161;11;31;"Dépenses de fonctionnement autres que celles de personnel";16115698;14615698;"Budget général";2018
"Sécurités";161;11;51;"Dépenses pour immobilisations corporelles de l’État";560000;5775000;"Budget général";2018
"Sécurités";161;11;61;"Transferts aux ménages";50000;50000;"Budget général";2018
"Sécurités";161;11;63;"Transferts aux collectivités territoriales";2900000;2900000;"Budget général";2018
"Sécurités";161;11;64;"Transferts aux autres collectivités";790000;790000;"Budget général";2018
"Sécurités";161;12;21;"Rémunérations d’activité";97695197;97695197;"Budget général";2018
"Sécurités";161;12;22;"Cotisations et contributions sociales";67792664;67792664;"Budget général";2018
"Sécurités";161;12;23;"Prestations sociales et allocations diverses";229311;229311;"Budget général";2018
"Sécurités";161;12;31;"Dépenses de fonctionnement autres que celles de personnel";62829447;87619447;"Budget général";2018
"Sécurités";161;12;51;"Dépenses pour immobilisations corporelles de l’État";438110823;87114497;"Budget général";2018
"Sécurités";161;13;21;"Rémunérations d’activité";1990414;1990414;"Budget général";2018
"Sécurités";161;13;22;"Cotisations et contributions sociales";1082832;1082832;"Budget général";2018
"Sécurités";161;13;23;"Prestations sociales et allocations diverses";20854;20854;"Budget général";2018
"Sécurités";161;13;31;"Dépenses de fonctionnement autres que celles de personnel";20768054;19768054;"Budget général";2018
"Sécurités";161;13;51;"Dépenses pour immobilisations corporelles de l’État";3000000;5800000;"Budget général";2018
"Sécurités";161;13;61;"Transferts aux ménages";15600000;15600000;"Budget général";2018
"Sécurités";161;13;63;"Transferts aux collectivités territoriales";95208239;95208239;"Budget général";2018
"Sécurités";161;13;64;"Transferts aux autres collectivités";4988706;4988706;"Budget général";2018
"Sécurités";161;13;72;"Dotations en fonds propres";2295939;2295939;"Budget général";2018
"Sécurités";161;14;21;"Rémunérations d’activité";3206750;3206750;"Budget général";2018
"Sécurités";161;14;22;"Cotisations et contributions sociales";2488323;2488323;"Budget général";2018
"Sécurités";161;14;23;"Prestations sociales et allocations diverses";21145;21145;"Budget général";2018
"Sécurités";161;14;31;"Dépenses de fonctionnement autres que celles de personnel";5411765;4611765;"Budget général";2018
"Sécurités";161;14;51;"Dépenses pour immobilisations corporelles de l’État";322000;322000;"Budget général";2018
"Sécurités";161;14;64;"Transferts aux autres collectivités";18000;18000;"Budget général";2018
"Sécurités";176;1;21;"Rémunérations d’activité";747892892;747892892;"Budget général";2018
"Sécurités";176;1;22;"Cotisations et contributions sociales";517260372;517260372;"Budget général";2018
"Sécurités";176;1;23;"Prestations sociales et allocations diverses";5994031;5994031;"Budget général";2018
"Sécurités";176;1;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Sécurités";176;2;21;"Rémunérations d’activité";1719936338;1719936338;"Budget général";2018
"Sécurités";176;2;22;"Cotisations et contributions sociales";1189814121;1189814121;"Budget général";2018
"Sécurités";176;2;23;"Prestations sociales et allocations diverses";13789950;13789950;"Budget général";2018
"Sécurités";176;2;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Sécurités";176;3;21;"Rémunérations d’activité";267007898;267007898;"Budget général";2018
"Sécurités";176;3;22;"Cotisations et contributions sociales";184668963;184668963;"Budget général";2018
"Sécurités";176;3;23;"Prestations sociales et allocations diverses";2139950;2139950;"Budget général";2018
"Sécurités";176;3;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Sécurités";176;4;21;"Rémunérations d’activité";533223183;533223183;"Budget général";2018
"Sécurités";176;4;22;"Cotisations et contributions sociales";368467542;368467542;"Budget général";2018
"Sécurités";176;4;23;"Prestations sociales et allocations diverses";4276789;4276789;"Budget général";2018
"Sécurités";176;4;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Sécurités";176;4;51;"Dépenses pour immobilisations corporelles de l’État";NA;NA;"Budget général";2018
"Sécurités";176;5;21;"Rémunérations d’activité";1637623908;1637623908;"Budget général";2018
"Sécurités";176;5;22;"Cotisations et contributions sociales";1132522595;1132522595;"Budget général";2018
"Sécurités";176;5;23;"Prestations sociales et allocations diverses";13128380;13128380;"Budget général";2018
"Sécurités";176;6;21;"Rémunérations d’activité";610049690;610049690;"Budget général";2018
"Sécurités";176;6;22;"Cotisations et contributions sociales";421538737;421538737;"Budget général";2018
"Sécurités";176;6;23;"Prestations sociales et allocations diverses";4880269;4880269;"Budget général";2018
"Sécurités";176;6;31;"Dépenses de fonctionnement autres que celles de personnel";1083266147;784455788;"Budget général";2018
"Sécurités";176;6;32;"Subventions pour charges de service public";30191448;30191448;"Budget général";2018
"Sécurités";176;6;51;"Dépenses pour immobilisations corporelles de l’État";323290860;335979127;"Budget général";2018
"Sécurités";176;6;63;"Transferts aux collectivités territoriales";28736088;28736088;"Budget général";2018
"Sécurités";176;6;64;"Transferts aux autres collectivités";10838580;10838580;"Budget général";2018
"Sécurités";207;1;31;"Dépenses de fonctionnement autres que celles de personnel";1664988;1664988;"Budget général";2018
"Sécurités";207;1;62;"Transferts aux entreprises";450000;450000;"Budget général";2018
"Sécurités";207;1;64;"Transferts aux autres collectivités";760000;760000;"Budget général";2018
"Sécurités";207;2;31;"Dépenses de fonctionnement autres que celles de personnel";12920000;12920000;"Budget général";2018
"Sécurités";207;2;64;"Transferts aux autres collectivités";3352446;3352446;"Budget général";2018
"Sécurités";207;3;31;"Dépenses de fonctionnement autres que celles de personnel";13214679;13214679;"Budget général";2018
"Sécurités";207;3;51;"Dépenses pour immobilisations corporelles de l’État";2400000;2400000;"Budget général";2018
"Sécurités";207;3;52;"Dépenses pour immobilisations incorporelles de l’État";200000;200000;"Budget général";2018
"Sécurités";207;3;61;"Transferts aux ménages";4983917;4983917;"Budget général";2018
"Sécurités";207;3;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;10;31;"Dépenses de fonctionnement autres que celles de personnel";15741082;15875689;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;11;31;"Dépenses de fonctionnement autres que celles de personnel";47329752;46009074;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;12;31;"Dépenses de fonctionnement autres que celles de personnel";80180091;88434892;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;14;31;"Dépenses de fonctionnement autres que celles de personnel";4729562;4729562;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;15;31;"Dépenses de fonctionnement autres que celles de personnel";575583;575583;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;15;64;"Transferts aux autres collectivités";4903465;4903465;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;16;31;"Dépenses de fonctionnement autres que celles de personnel";7100398;7100398;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;16;64;"Transferts aux autres collectivités";2047050;2047050;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;17;32;"Subventions pour charges de service public";594826665;594826665;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;18;21;"Rémunérations d’activité";156116036;156116036;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;18;22;"Cotisations et contributions sociales";90256500;90256500;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;18;23;"Prestations sociales et allocations diverses";2089316;2089316;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;19;21;"Rémunérations d’activité";170097151;170097151;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;19;22;"Cotisations et contributions sociales";111956249;111956249;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;19;23;"Prestations sociales et allocations diverses";1603543;1603543;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;20;21;"Rémunérations d’activité";9684914;9684914;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;20;22;"Cotisations et contributions sociales";5829422;5829422;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;20;23;"Prestations sociales et allocations diverses";100294;100294;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;21;21;"Rémunérations d’activité";29945398;29945398;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;21;22;"Cotisations et contributions sociales";20269031;20269031;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;21;23;"Prestations sociales et allocations diverses";255910;255910;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;22;21;"Rémunérations d’activité";81635721;81635721;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;22;22;"Cotisations et contributions sociales";49401583;49401583;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;22;23;"Prestations sociales et allocations diverses";1150937;1150937;"Budget général";2018
"Solidarité, insertion et égalité des chances";124;23;31;"Dépenses de fonctionnement autres que celles de personnel";22961571;23007257;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;11;62;"Transferts aux entreprises";210383;210383;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;11;63;"Transferts aux collectivités territoriales";139553;139553;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;11;64;"Transferts aux autres collectivités";4549490;4549490;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;12;64;"Transferts aux autres collectivités";18391170;18391170;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;13;31;"Dépenses de fonctionnement autres que celles de personnel";1560107;1560107;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;14;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Solidarité, insertion et égalité des chances";137;15;64;"Transferts aux autres collectivités";5020878;5020878;"Budget général";2018
"Solidarité, insertion et égalité des chances";157;11;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Solidarité, insertion et égalité des chances";157;12;61;"Transferts aux ménages";11317454863;11317454863;"Budget général";2018
"Solidarité, insertion et égalité des chances";157;13;31;"Dépenses de fonctionnement autres que celles de personnel";474227;474227;"Budget général";2018
"Solidarité, insertion et égalité des chances";157;13;64;"Transferts aux autres collectivités";23363335;23363335;"Budget général";2018
